,target,id,date,flag,user,text,text_original
1307384,4,2012314228,Tue Jun 02 20:26:03 PDT 2009,NO_QUERY,deadicated96,"['love', 'stripper', 'ut', 'kid', 'kid', 'love', 'joe', 'anthoni', 'hernandez']",I'm in love!  with a stripper. No uts kidding just kidding  I love you Joe Anthony Hernandez! 
364399,0,2048150897,Fri Jun 05 14:44:31 PDT 2009,NO_QUERY,LevnUMesmerized,"['amp', 'throw', 'parti', 'trey', 'songz', 'amp', 'im', 'gonna', 'miss', 'bf', 'disappoint']",@MyLoveIsAmazing &amp; he's throwing the after party with Trey Songz &amp; Im gonna miss that too!!  But she's my BF and I can't disappoint her..
384863,0,2053491223,Sat Jun 06 04:44:41 PDT 2009,NO_QUERY,HollieChristina,"['everyon', 'gone', 'left', 'oh', 'well']",everyone gone out and left me  Oh well........
512259,0,2190097656,Tue Jun 16 01:45:35 PDT 2009,NO_QUERY,mermaidslive,"['geo', 'bitch', 'mee', 'hate']",geo is such a bitch to mee he hates me 
1561566,4,2186623737,Mon Jun 15 19:06:07 PDT 2009,NO_QUERY,Tazikis_Bham,"['hope', 'tomorrow', 'sooo', 'hot', 'hear', 'laugh', 'girl', 'dream', 'oh', 'well', 'good', 'night', 'sweet', 'dream']","Hoping tomorrow will not be sooo hot! (I hear you all laughing). Can't a girl dream? Oh well, good night to all and sweet dreams "
74730,0,1694921608,Mon May 04 04:36:43 PDT 2009,NO_QUERY,amazingphoebe,"['make', 'feel', 'oblivi', 'want']",@sebby_peek now your making me feel oblivious  i want you 
1236198,4,1992769990,Mon Jun 01 09:17:35 PDT 2009,NO_QUERY,CrystalChenn,"['climb', 'ef', 'nice']",' the climb' is effing nice!! 
1167146,4,1980024445,Sun May 31 05:25:01 PDT 2009,NO_QUERY,nickmcclellan,"['good', 'luck', 'runner', 'rock', 'roll', 'san', 'diego', 'marathon', 'especi', 'jami', 'go', 'make', 'finish', 'line']","Good luck to all the runners in the Rock N' Roll San Diego Marathon, especially Jamie! She's going to make it to the finish line "
941005,4,1794101131,Thu May 14 04:57:42 PDT 2009,NO_QUERY,NetworkforWomen,"['morn', 'everyon', 'sing']",Morning everyone.  Should I sing to you all?
1046884,4,1957711804,Fri May 29 01:21:51 PDT 2009,NO_QUERY,paszivi,"['know', 'da', 'day', 'wake', 'da', 'power', 'come']",i know that da day which wake up da power in u will come 
411084,0,2060023706,Sat Jun 06 18:06:30 PDT 2009,NO_QUERY,SasaLoves,['sorri'],@lacedwithlacy  sorry.
268062,0,1989324836,Mon Jun 01 01:07:39 PDT 2009,NO_QUERY,JayneHowarth,"['morn', 'love', 'day', 'back', 'desk', 'week', 'dort', 'gone', 'first', 'school', 'residenti', 'trip', 'lake']",morning all - lovely day but i'm back at my desk after a week off  and dort has gone on her first school residential trip to the lakes 
1394762,4,2053652620,Sat Jun 06 05:16:37 PDT 2009,NO_QUERY,pollyxx,"['townnn', 'weather', 'grim', 'lookin', 'forward', 'tonight', 'though', 'xx']",off to townnn.  weathers grim.  lookin forward to tonight though  xx
1599573,4,2193476222,Tue Jun 16 08:30:36 PDT 2009,NO_QUERY,joletm,"['whole', 'famili', 'june', 'th', 'familyday']","http://twitpic.com/7jofs - This is with my whole family on June 14th, when we had a familyday! "
243644,0,1981593352,Sun May 31 09:29:02 PDT 2009,NO_QUERY,ssummerloving,"['heaaard', 'youu', 'radio', 'twitter', 'latest']",@mileycyrus i heaaard about youu on the radio. and the twitter latest  x
984574,4,1834395603,Mon May 18 02:46:14 PDT 2009,NO_QUERY,binkikay,"['think', 'someth']",@silverfireph I think you're on to something. 
9042,0,1548581862,Fri Apr 17 21:21:38 PDT 2009,NO_QUERY,7ohhfivahx,"['final', 'wrote', 'upload', 'attempt', 'go', 'bed', 'hous', 'tomorrow']","I FINALLY WROTE AND UPLOADED.  I'ma attempt to go to bed, I have to be out of the house by 6:30 tomorrow "
218191,0,1976112414,Sat May 30 16:36:46 PDT 2009,NO_QUERY,xocrayon,"['friend', 'plane', 'india', 'wont', 'onlin', 'mayb', 'day', 'miss']",my friend is on her plane to india  she wont be online for maybe 4 days. i miss her.
1164315,4,1979749513,Sun May 31 04:20:58 PDT 2009,NO_QUERY,BrunoSwell,"['sim', 'sim']",@JeanineAssis sim sim 
1282022,4,2001799171,Tue Jun 02 02:06:44 PDT 2009,NO_QUERY,miomoe,"['oooh', 'good', 'manga', 'xd', 'oh', 'got', 'one', 'tweet', 'th']",oooh! it is! it is a good manga! xD oh and i've got one more tweet and it'll be my 260th! 
1188292,4,1983309957,Sun May 31 12:54:42 PDT 2009,NO_QUERY,Linn76,"['wish', 'mtv', 'movi', 'award', 'get', 'rock', 'man']",@RobPattinson_ wish you all the mtv movie awards you can get..you rock man! 
202109,0,1972049329,Sat May 30 08:27:17 PDT 2009,NO_QUERY,sgunst,"['larg', 'group', 'peopl', 'see', 'yesterday', 'want']",Did a large group of people see up yesterday? I wanted to be there 
745316,0,2282308983,Mon Jun 22 11:12:18 PDT 2009,NO_QUERY,TiwuRayie,"['final', 'room', 'bed', 'judhi', 'otp', 'mine', 'asleep', 'aight', 'go', 'bed', 'sore', 'feet', 'back']","Finally in my own room and bed with Judhi. While she's otp with hers, and mine's asleep  Aight go to bed with sore feet and back."
1374046,4,2051386706,Fri Jun 05 21:52:54 PDT 2009,NO_QUERY,serenity_neeley,"['woot', 'nite', 'express', 'wit', 'miga']",Woot. Nite at the express wit the migas! He he 
612687,0,2225076923,Thu Jun 18 10:16:54 PDT 2009,NO_QUERY,meljonasxo,"['projectttt', 'time', 'raini', 'day']",projectttt time  on this rainy day !
171170,0,1963132456,Fri May 29 12:15:10 PDT 2009,NO_QUERY,BrandyWandLover,"['new', 'look', 'sold', 'thre', 'nice', 'one', 'georg', 'topshop', 'also', 'sold', 'xx']",@marginatasnaily @Brandystrippers New Look were sold out and thres a nice one in george and in topshop-also sold out!!  xx
1489244,4,2068650826,Sun Jun 07 14:27:18 PDT 2009,NO_QUERY,supastar77,[],@jusJUBEE You 
978857,4,1833876047,Mon May 18 00:46:35 PDT 2009,NO_QUERY,BornToBeHappy,"['new', 'hair', 'color', 'brown', 'sugar']",new hair color  brown sugar 
797893,0,2328333722,Thu Jun 25 09:27:16 PDT 2009,NO_QUERY,iind96,['think'],I don't think so 
1196914,4,1984880567,Sun May 31 15:59:43 PDT 2009,NO_QUERY,janacurrie,"['new', 'twitter', 'tri', 'figur']",new to twitter just trying to figure this out 
1348260,4,2044816499,Fri Jun 05 09:51:38 PDT 2009,NO_QUERY,midsomerlover,"['oh', 'ye', 'definit', 'would', 'like', 'give', 'hug', 'though']",@fryfan20 Oh yes - definitely  I would like to give him a hug though ;D
370321,0,2050109644,Fri Jun 05 18:05:02 PDT 2009,NO_QUERY,dangerbove,"['aand', 'lack', 'respons', 'make', 'realiz', 'friendless', 'new', 'york']",aand the lack of responses just makes me realize how friendless in new york i am 
582565,0,2214656743,Wed Jun 17 17:03:04 PDT 2009,NO_QUERY,AngelaCYaws,"['western', 'nc', 'insid', 'edit', 'access', 'hollywood']","@dbshores  I'm in Western NC, and it was Inside Edition, not Access Hollywood...   "
563656,0,2205983105,Wed Jun 17 05:48:10 PDT 2009,NO_QUERY,Fortune1991,"['broken', 'ipod', 'headphon', 'make', 'good', 'music', 'listen', 'experi', 'read', 'day']",Broken ipod headphones don't make for a good music listening experiance  Reading in 71 days !!!
453169,0,2070239916,Sun Jun 07 17:20:30 PDT 2009,NO_QUERY,nats0802,"['fun', 'nite', 'feel', 'slightli', 'guilti']","had a fun nite out, but is now feeling slightly guilty... "
1554341,4,2184853171,Mon Jun 15 16:31:00 PDT 2009,NO_QUERY,RedStrength,"['hey', 'realiz', 'ur', 'central', 'time', 'zone']","@TheEllenShow Hey I just realized that ur in the central time zone which is where i am, too "
928651,4,1759656149,Sun May 10 19:41:43 PDT 2009,NO_QUERY,docmurdock,"['lol', 'okay', 'way', 'strang', 'pressur', 'amp', 'alway', 'enjoy', 'life', 'never', 'place']","@RoseannHiggins LOL. it's okay, that way there's no strange pressure on you &amp; you can be you  Always enjoy life, never in a place of not."
552510,0,2203414596,Tue Jun 16 23:41:18 PDT 2009,NO_QUERY,Born2Rune,"['attempt', 'run', 'ho', 'morn', 'server', 'went', 'hope', 'finish', 'run']",Attempted to run HoS this morning. Servers went down  hopefully we can finish the run.
490420,0,2183372589,Mon Jun 15 14:24:57 PDT 2009,NO_QUERY,orenmazor,"['thought', 'would', 'bone', 'though']",@lemonader I thought you would. its 400 bones though 
1153813,4,1978861340,Sun May 31 00:43:32 PDT 2009,NO_QUERY,gertuine,"['download', 'updat', 'glad', 'search', 'featur', 'got', 'convert', 'oo', 'file', 'doc', 'format', 'edit']",just downloaded @quickoffice update. glad for the search feature! now I've got to 'convert' my OO files to DOC format so I can edit. 
1222069,4,1990246719,Mon Jun 01 04:19:31 PDT 2009,NO_QUERY,mariahkw,"['tag', 'along', 'next', 'time', 'go', 'seattl', 'much', 'fun']",@Katie_Bircham I am so tagging along the next time you go to Seattle!  You are having too much fun 
335617,0,2013830270,Tue Jun 02 23:41:41 PDT 2009,NO_QUERY,criducoeur,"['got', 'home', 'meet', 'eye', 'feel', 'heavi', 'hungri', 'food', 'homeee']",Just got home from the meeting. My eyes feels heavy but I'm hungry =/ And there's no food at homeeee! 
1012371,4,1881199333,Fri May 22 03:55:54 PDT 2009,NO_QUERY,Mellithink,"['back', 'home', 'today', 'quot', 'quot']",Back at home. Today  &quot;17 again&quot; 
153380,0,1932943522,Tue May 26 22:35:42 PDT 2009,NO_QUERY,LabbadiaSisters,"['get', 'back', 'rehears', 'favorit', 'gym', 'ct', 'close', 'need', 'find', 'new', 'one', 'hm', 'think', 'la', 'fit']",just getting back from a rehearsal! our favorite gym @home in CT closed  now we need to find a new one... hm we're thinking LA Fitness?!?
968386,4,1827856185,Sun May 17 11:35:23 PDT 2009,NO_QUERY,already_used,"['polit', 'yay', 'good', 'choic', 'say']","@sixthofdecember POLITICS, yay! Good choice I'd say "
868407,4,1677940409,Sat May 02 04:46:42 PDT 2009,NO_QUERY,jadoon88,"['that', 'cool']",@EhsanAhmad thats cool 
1573420,4,2189083395,Mon Jun 15 23:12:13 PDT 2009,NO_QUERY,XsvettiXcoreX,['today'],@FeliFromHell how r you today?... 
769044,0,2301234145,Tue Jun 23 15:10:23 PDT 2009,NO_QUERY,khyler,"['oh', 'yeah', 'havent', 'abl', 'play', 'sim', 'day', 'shut']",@daangamanda oh yeah and i havent been able to play sims3 for 2 days so shut up 
642834,0,2235611215,Fri Jun 19 01:38:10 PDT 2009,NO_QUERY,andywebb113,"['anyon', 'busi', 'tonight', 'lol', 'everyon', 'seem', 'wana', 'quit', 'one', 'doin', 'week', 'eep']",Anyone not busy tonight lol? Everyone seems to wana have a quite one  I been doin that all week. Eep
1237614,4,1993079172,Mon Jun 01 09:47:51 PDT 2009,NO_QUERY,SillyEve,"['guy', 'come', 'right']",@whetkat1485 @Frisbee4Sierra you guys should come over right now 
830080,4,1557257261,Sun Apr 19 02:58:24 PDT 2009,NO_QUERY,GoldyMom,"['got', 'home', 'go', 'sleep', 'give', 'detail', 'morn']",Just got home...going to sleep will give details in the morning 
457581,0,2071630174,Sun Jun 07 19:41:37 PDT 2009,NO_QUERY,FlashdaJagwar,"['nig', 'kobe', 'sometim', 'shoot', 'lil', 'much', 'pass', 'ariza', 'quot', 'hero', 'syndrom', 'quot']",My nig Kobe sometimes shoot a lil too much...he should've passed it to Ariza  &quot;hero syndrome&quot;
369533,0,2049904090,Fri Jun 05 17:42:30 PDT 2009,NO_QUERY,theredcliche,"['liter', 'wine', 'bratwurst', 'amp', 'potato', 'quot', 'throw', 'greasi', 'food', 'alcohol', 'quot', 'definit', 'true', 'sick', 'sick', 'sick']","1 liter wine. bratwurst &amp; potatoes. &quot;if i throw up, its because of the greasy food, not alcohol&quot; definitely not true. sick, sick, sick. "
962029,4,1827218691,Sun May 17 10:14:40 PDT 2009,NO_QUERY,ladydewynter,"['pssst', 'block', 'tesssst']","Pssst! @aplusk ,did you....block me? (Tesssst) "
1508928,4,2174735523,Sun Jun 14 23:11:45 PDT 2009,NO_QUERY,alexmak,"['translat', 'googl', 'com']",@catscrossing translate.google.com неплохо знает француз�?кий 
328214,0,2010418383,Tue Jun 02 17:21:02 PDT 2009,NO_QUERY,Jennyfurs,"['listen', 'dont', 'forget', 'song', 'make', 'cri']",listening to 'dont forget' by @ddlovato  this song makes me cry  
683471,0,2250283154,Sat Jun 20 00:08:17 PDT 2009,NO_QUERY,MaidyRCook,"['worri', 'truth', 'email', 'regard', 'mcdonald', 'staff', 'infect', 'caus', 'closur', 'branch']",@gulf_news Worrying  is there any truth about that email regarding a McDonald's staff who's infected and caused the closure of the branch?
604909,0,2222089794,Thu Jun 18 06:28:52 PDT 2009,NO_QUERY,madmas,"['struggl', 'strang', 'thing', 'happen', 'context', 'menu', 'drag', 'amprop']",struggling with #tortoise on #vista....strange things happen with context menus on drag&amp;drop 
424563,0,2063126993,Sun Jun 07 01:28:03 PDT 2009,NO_QUERY,chainsawdaz,"['take', 'age']",@BFHeroes taking ages 
42827,0,1676272601,Fri May 01 21:33:54 PDT 2009,NO_QUERY,jojowiththeflow,"['suspect', 'ye', 'doubt', 'ever', 'know', 'sure', 'perpetr', 'die', 'total', 'death', 'toll', 'may', 'rise']","@dreamdiamond Suspected, yes, but I doubt we'll ever know for sure now the perpetrator has died; total death toll now on 7 and may rise "
1292192,4,2003003462,Tue Jun 02 05:40:08 PDT 2009,NO_QUERY,martin_lucas,"['much', 'better', 'day', 'today', 'realli', 'glad', 'tweet', 'often']",much better day today. really glad @ktferrell tweets more often. 
72094,0,1694141645,Mon May 04 01:16:30 PDT 2009,NO_QUERY,SophiaIsabella,"['frantic', 'tidi', 'flat', 'famili', 'swain', 'arriv', 'today', 'liter', 'hour', 'achiev', 'imposs', 'uh', 'oh']",frantically tidying the flat before family swain arrive today  have literally an hour to achieve the impossible  uh-oh...
975290,4,1833504768,Sun May 17 23:30:08 PDT 2009,NO_QUERY,hopeful21,"['hope', 'get', 'attend', 'ai', 'final', 'good', 'one', 'think', 'take']",@DavidArchie Hope you get to attend the AI finals.  Should be a good one   Who do you think will take it?
698632,0,2254188373,Sat Jun 20 09:21:49 PDT 2009,NO_QUERY,debbie_ann77,"['final', 'go', 'eye', 'doctor', 'littl', 'nervou', 'eye', 'gotten', 'wors']",Finally going to the eye doctor! A little nervous my eyes have gotten worse 
1220397,4,1990049293,Mon Jun 01 03:42:41 PDT 2009,NO_QUERY,taz288,"['far', 'tri', 'rememb', 'weekend', 'went']","@nbc4i So far, trying to remember where the weekend went "
537527,0,2198793740,Tue Jun 16 16:34:48 PDT 2009,NO_QUERY,piercingwhore,"['wish', 'person', 'made', 'sometim', 'wish', 'real', 'hero', 'lt']",i wish you were the person i made you out to be  sometimes i wish you were real  i can be your hero &lt;/3
725916,0,2262443977,Sat Jun 20 22:31:23 PDT 2009,NO_QUERY,dianabydesign,"['hate', 'boy', 'alway', 'warm']",@lovelypenny i hate those!! how are boys always so warm 
407701,0,2059238236,Sat Jun 06 16:31:37 PDT 2009,NO_QUERY,cheekichana,"['feel', 'pant', 'need', 'sleep', 'lot', 'pain', 'miss', 'babi', 'like']",Feeling so pants!! Need to sleep but in a lot of pain  miss my baby when I'm like this...x
496698,0,2185655548,Mon Jun 15 17:42:29 PDT 2009,NO_QUERY,jenthefangirl,"['sadli', 'one', 'nc', 'think', 'nbc', 'hero']","@Sheindie I sadly won't be there!   They're the one in NC, I think. Not NBC Heroes."
1475112,4,2065852519,Sun Jun 07 09:25:07 PDT 2009,NO_QUERY,kandibrew,"['love', 'church', 'morn', 'think', 'found', 'new', 'church', 'famili']","Loved church this morning, I think we found our new church family "
1227481,4,1991017045,Mon Jun 01 06:14:08 PDT 2009,NO_QUERY,JodiB18,"['hi', 'trace', 'hope', 'great', 'day', 'work', 'hard', 'hug']",@jemima_blue Hi Trace I hope you have a great day. Don't work to hard  *hugs*
77516,0,1750890303,Sat May 09 18:09:56 PDT 2009,NO_QUERY,king_law,"['empti', 'hous', 'syndrom']",Empty house syndrome. 
4383,0,1468813514,Tue Apr 07 03:52:19 PDT 2009,NO_QUERY,Fru_Gal,"['new', 'kate', 'moss', 'topshop', 'collect', 'gag', 'summer', 'still', 'wear', 'winter', 'coat', 'still', 'way', 'go', 'yet']",The new Kate Moss Topshop collection has me gagging for summer. Still wearing winter coat. Still a ways to go yet 
641567,0,2235279371,Fri Jun 19 00:50:29 PDT 2009,NO_QUERY,alicia_g,"['hand', 'ok']",@primocut How's your hand??? Are you OK? 
443927,0,2067692324,Sun Jun 07 12:47:32 PDT 2009,NO_QUERY,larii__,"['sad', 'see', 'dog', 'without', 'famili']",@dougiemcfly It's so sad see dogs without a family...  
1046497,4,1957669087,Fri May 29 01:13:28 PDT 2009,NO_QUERY,ivanassen,"['proud', 'owner', 'new', 'cheapo', 'videocard', 'sure', 'contractu', 'allow', 'say']","Proud owner of a new cheapo videocard, not sure if I'm contractually allowed to say what it is "
676141,0,2248307871,Fri Jun 19 20:25:13 PDT 2009,NO_QUERY,jesscob23,"['uggh', 'say', 'would', 'work', 'today', 'tire', 'hell', 'wana', 'muck', 'around', 'peopl']",uggh why did i say i would work today...tired as hell and i wana muck around here with people 
490742,0,2183563732,Mon Jun 15 14:40:41 PDT 2009,NO_QUERY,johnbbeta,"['wont', 'send', 'stutter', 'rap', 'plug']",@djchrisallen @bt wont send me the stutter rap or the plug  http://bit.ly/pp4XZ
591010,0,2217514032,Wed Jun 17 20:58:50 PDT 2009,NO_QUERY,linajohh,"['water', 'never', 'tast', 'good', 'sore']",Water never tasted so good...so sore 
738417,0,2265470594,Sun Jun 21 06:39:17 PDT 2009,NO_QUERY,wasteddime,"['he', 'taken', 'damn']",hes taken. damn 
41987,0,1675890737,Fri May 01 20:34:35 PDT 2009,NO_QUERY,dumplin65,"['tire', 'heart', 'hurt', 'lord', 'broken', 'heart', 'give', 'hope', 'tomorrow']",Tired now.  My heart hurts.    Lord be with the broken hearted and give them hope for tomorrow.
1229393,4,1991364302,Mon Jun 01 06:54:20 PDT 2009,NO_QUERY,KarenTempleton,"['nice', 'say', 'purs', 'person', 'summer', 'purs', 'winter', 'purs', 'shoe', 'howev']","@chicklitgurrl V. nice. And I say this as NOT a purse person (I have summer purse and winter purse. That's it.  Shoes, however..."
1281818,4,2001777235,Tue Jun 02 02:02:16 PDT 2009,NO_QUERY,jmleonoras,"['wag', 'ka', 'palipa', 'ng', 'gutom']",@officialcharice wag ka palipas ng gutoms.. 
1227523,4,1991018648,Mon Jun 01 06:14:20 PDT 2009,NO_QUERY,thecodeclub,"['took', 'pic', 'quoticken', 'festiv', 'quot', 'yesterday', 'place', 'yuwi', 'blog', 'soon', 'get', 'chanc', 'great', 'day', 'night']",took some pics of the &quot;dickens festival&quot; yesterday - will place them on a yuwie blog soon as i get a chance  have a great day / night
882998,4,1686059412,Sun May 03 03:32:30 PDT 2009,NO_QUERY,CeeCee52,"['mani', 'vote', 'take', 'happen', 'friend', 'done', 'incl', 'alreadi', 'pois', 'amp', 'readi', 'buy']",@MoviesOnTCM How many votes does it take to this happen? I have friends who have done this(incl me) already. We are poised &amp; ready to buy 
1483767,4,2067530072,Sun Jun 07 12:30:28 PDT 2009,NO_QUERY,JustThatGirl13,"['hope', 'goe', 'well', 'tonightt']",@michaelsheen I Hope All Goes Well For You Tonightt  x
615140,0,2226162808,Thu Jun 18 11:36:36 PDT 2009,NO_QUERY,Shidoni2311,"['stuck', 'book', 'know', 'want', 'write']","I'm so stuck with my own book. I know what I want it to be about, but writing it.... "
948292,4,1823384999,Sat May 16 21:49:54 PDT 2009,NO_QUERY,nicoleremonde,"['hope', 'everyon', 'great', 'sunday']",hopes that everyone is having a great sunday.  http://plurk.com/p/u9pg0
1073762,4,1966841276,Fri May 29 18:29:52 PDT 2009,NO_QUERY,Rose101,"['pleas', 'tell', 'import', 'avatar']",@Kakaze Can you please tell @johnrauchman how important it is to have an avatar? 
714453,0,2259135339,Sat Jun 20 17:04:26 PDT 2009,NO_QUERY,paulingham,"['share', 'lotteri', 'tri', 'win', 'bad']","@sheepeatingtaz I shared it with the lottery again, to try and win again.. bad! "
1189505,4,1983553572,Sun May 31 13:22:43 PDT 2009,NO_QUERY,ashlee42,"['hous', 'blue', 'freak', 'show', 'right', 'fenway', 'love', 'ha', 'ha']",At the House of Blues   it is a FREAK show right now at fenway and i am loving it ha ha
689368,0,2251747745,Sat Jun 20 04:27:45 PDT 2009,NO_QUERY,xxAnnaSxx,"['ye', 'mean', 'fuck', 'want', 'pic', 'guy', 'hot', 'xdd']",@so_hailish yes!! he's mean  I fucking want a pic of this guy!! he was hot xDD
1582645,4,2190338502,Tue Jun 16 02:26:36 PDT 2009,NO_QUERY,domness,"['im', 'wait', 'kiss', 'said', 'save', 'special', 'moment']",@Rebekah_Jane_H Im waiting for that kiss ;) You said you save it for a special moment 
752702,0,2286620094,Mon Jun 22 16:41:42 PDT 2009,NO_QUERY,purpledeeee,"['awww', 'man', 'love', 'jusss', 'still', 'mad', 'us', 'fall']",@jenRIZZY awww man. Love them! Jusss still mad @ us for the fall? 
19425,0,1556846556,Sun Apr 19 00:38:21 PDT 2009,NO_QUERY,eivough,"['arriv', 'site', 'damn', 'hoooot', 'imagin', 'hooot', 'would', 'come', 'month']",Just arrived from site! so damn HOOOOT!  can't imagine how HOOOT would it be in the coming Months! :-/
1145158,4,1977733094,Sat May 30 21:35:17 PDT 2009,NO_QUERY,islandchic,"['thank', 'guy', 'guy', 'rock']","Thanks guys, u guys rock  @aMmadz @khalilaleker @aMmadz @StephBeautifulO @QuantumPhonic @Britt_Kims_Mom"
580420,0,2213947571,Wed Jun 17 16:03:35 PDT 2009,NO_QUERY,CtRokJ,"['hous', 'rule']",@shannonrita no House Rules 
768984,0,2301210366,Tue Jun 23 15:08:33 PDT 2009,NO_QUERY,phwez,"['pooor', 'noooka', 'elbow']",@Paulystarbucks pooor noooka and your elbow 
1177567,4,1981439154,Sun May 31 09:09:22 PDT 2009,NO_QUERY,BeckyCochrane,"['thank', 'fun', 'fact', 'legend', 'centuri', 'enact', 'help', 'inspir', 'novel']",@TheMoInMontrose Thank you for the fun fact. All of that--the legend and centuries of re-enactments--helped inspire my novels. 
255512,0,1984510814,Sun May 31 15:15:00 PDT 2009,NO_QUERY,RBar,"['spent', 'sunday', 'studi', 'ecenom']",Spent most of sunday studying ecenomics 
1344867,4,2039936146,Thu Jun 04 23:11:22 PDT 2009,NO_QUERY,jrh003,"['great', 'start', 'internship']",great start to the internship 
1065150,4,1964872746,Fri May 29 14:56:57 PDT 2009,NO_QUERY,michellerxx3,"['paranoid', 'famili']",paranoid is on family. 
1032858,4,1936027738,Wed May 27 07:19:26 PDT 2009,NO_QUERY,anirahtac,"['haha', 'melt', 'ive', 'bump', 'nic', 'tse', 'live', 'jealou']","@ohsojelly HAHA melted. Ive not bumped into Nic Tse live before, jealous! "
650935,0,2237723541,Fri Jun 19 06:15:43 PDT 2009,NO_QUERY,RageuxDotInfo,"['fatal', 'furi', 'mark', 'wolv', 'enfin', 'une', 'date', 'de', 'sorti', 'sur', 'le', 'xbox', 'live', 'et', 'sera', 'pour', 'le', 'juin', 'prochain', 'yeah', 'et', 'mvc']","Fatal Fury : Mark of the Wolves a enfin une date de sortie sur le Xbox Live, et ça sera pour le 24 Juin prochain. Yeah ! et MvC2 ? "
274289,0,1990573041,Mon Jun 01 05:13:16 PDT 2009,NO_QUERY,_Rachelle_,"['make', 'day', 'offic', 'even', 'harder']",@jameswilding http://yfrog.com/5e80vj This makes my day in the office even harder 
1290108,4,2002698388,Tue Jun 02 04:56:05 PDT 2009,NO_QUERY,addiebbyx3,"['thank', 'lord', 'found']","Thank the Lord, I found it "
